doy;geo_id;b'snp1AA';b'snp1AR';b'snp1RR';b'snp2AA';b'snp2AR';b'snp2RR';b'snp3AA';b'snp3AR';b'snp3RR';b'snp4AA';b'snp4AR';b'snp4RR';b'snp5AA';b'snp5AR';b'snp5RR';b'snp6AA';b'snp6AR';b'snp6RR';month;year;tmin0;tmax0;srad0;rain0;dl0;tmin1;tmax1;srad1;rain1;dl1;tmin2;tmax2;srad2;rain2;dl2;tmin3;tmax3;srad3;rain3;dl3;tmin4;tmax4;srad4;rain4;dl4;tmin5;tmax5;srad5;rain5;dl5;tmin6;tmax6;srad6;rain6;dl6;tmin7;tmax7;srad7;rain7;dl7;tmin8;tmax8;srad8;rain8;dl8;tmin9;tmax9;srad9;rain9;dl9;tmin10;tmax10;srad10;rain10;dl10;tmin11;tmax11;srad11;rain11;dl11;tmin12;tmax12;srad12;rain12;dl12;tmin13;tmax13;srad13;rain13;dl13;tmin14;tmax14;srad14;rain14;dl14;tmin15;tmax15;srad15;rain15;dl15;tmin16;tmax16;srad16;rain16;dl16;tmin17;tmax17;srad17;rain17;dl17;tmin18;tmax18;srad18;rain18;dl18;tmin19;tmax19;srad19;rain19;dl19
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
339.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;12.0;2014.0;9.5;16.2;7.23;0.0;9.742198871;8.2;16.3;7.21;0.0;9.726309833;10.3;16.0;8.06;0.4;9.71127501;11.0;14.5;8.11;0.8;9.697108226;11.3;16.4;7.89;9.0;9.683822702;10.2;11.2;8.01;14.0;9.671431012;8.4;16.2;6.97;0.0;9.659945047;8.9;14.7;7.76;0.2;9.649375975;8.9;10.6;7.63;8.0;9.639734203;9.4;10.9;7.71;3.0;9.631029346;9.1;15.5;6.76;0.0;9.623270191;7.1;16.5;5.97;0.0;9.61646467;6.6;15.2;6.42;0.0;9.61061983;7.7;12.0;7.19;0.0;9.605741809;7.5;9.6;7.61;4.0;9.601835818;7.2;11.3;7.32;5.0;9.598906116;5.0;13.2;6.02;0.0;9.596956001;4.8;7.3;6.76;4.0;9.595987794;4.7;9.6;5.81;0.2;9.596002832;2.6;11.6;5.8;0.0;9.597001465
